date,market,crop,modal_price,min_price,max_price,rainfall_mm,temp_c,humidity,data_source
2026-04-13,Bengaluru,potato,1696.45,1492.87,1900.02,1.23,32.17,83.72,synthetic_demo_v2
2026-04-14,Bengaluru,potato,1631.07,1435.34,1826.8,0.0,31.11,59.47,synthetic_demo_v2
2026-04-15,Bengaluru,potato,1586.79,1396.38,1777.21,1.35,30.4,76.45,synthetic_demo_v2
2026-04-16,Bengaluru,potato,1607.73,1414.8,1800.65,8.8,33.23,58.83,synthetic_demo_v2
2026-04-17,Bengaluru,potato,1496.28,1316.73,1675.83,13.12,31.15,64.55,synthetic_demo_v2
2026-04-18,Bengaluru,potato,1430.02,1258.42,1601.62,0.0,31.57,63.85,synthetic_demo_v2
2026-04-19,Bengaluru,potato,1363.42,1199.81,1527.04,0.0,31.9,75.23,synthetic_demo_v2
2026-04-20,Bengaluru,potato,1391.69,1224.69,1558.7,17.17,31.85,79.48,synthetic_demo_v2
2026-04-21,Bengaluru,potato,1452.23,1277.96,1626.49,7.16,29.46,52.2,synthetic_demo_v2
2026-04-22,Bengaluru,potato,1426.84,1255.62,1598.06,4.29,30.77,68.0,synthetic_demo_v2
2026-04-23,Bengaluru,potato,1430.62,1258.95,1602.3,5.39,31.73,65.06,synthetic_demo_v2
2026-04-24,Bengaluru,potato,1423.17,1252.39,1593.96,0.0,31.58,58.81,synthetic_demo_v2
2026-04-25,Bengaluru,potato,1394.43,1227.1,1561.77,7.34,31.59,70.44,synthetic_demo_v2
2026-04-26,Bengaluru,potato,1435.63,1263.36,1607.91,0.0,30.41,60.6,synthetic_demo_v2
2026-04-27,Bengaluru,potato,1494.86,1315.48,1674.24,7.32,30.36,71.73,synthetic_demo_v2
2026-04-28,Bengaluru,potato,1493.95,1314.68,1673.23,2.41,31.03,71.8,synthetic_demo_v2
2026-04-29,Bengaluru,potato,1474.34,1297.42,1651.26,0.0,30.87,62.89,synthetic_demo_v2
2026-04-30,Bengaluru,potato,1422.81,1252.07,1593.55,0.0,30.23,65.22,synthetic_demo_v2
2026-05-01,Bengaluru,potato,1440.67,1267.79,1613.55,1.94,30.88,62.01,synthetic_demo_v2
2026-05-02,Bengaluru,potato,1453.8,1279.34,1628.25,5.02,30.95,76.5,synthetic_demo_v2
2026-05-03,Bengaluru,potato,1434.78,1262.61,1606.96,0.0,30.26,71.48,synthetic_demo_v2
2026-05-04,Bengaluru,potato,1429.89,1258.3,1601.48,4.59,28.56,58.33,synthetic_demo_v2
2026-05-05,Bengaluru,potato,1443.58,1270.35,1616.8,6.89,29.48,67.94,synthetic_demo_v2
2026-05-06,Bengaluru,potato,1410.48,1241.22,1579.73,0.0,30.25,66.74,synthetic_demo_v2
2026-05-07,Bengaluru,potato,1422.52,1251.82,1593.22,6.65,31.8,72.59,synthetic_demo_v2
2026-05-08,Bengaluru,potato,1405.49,1236.83,1574.15,7.7,28.6,65.81,synthetic_demo_v2
2026-05-09,Bengaluru,potato,1441.28,1268.33,1614.23,6.4,30.84,80.28,synthetic_demo_v2
2026-05-10,Bengaluru,potato,1407.1,1238.25,1575.95,6.97,29.86,73.92,synthetic_demo_v2
2026-05-11,Bengaluru,potato,1409.86,1240.68,1579.05,6.91,31.44,70.05,synthetic_demo_v2
2026-05-12,Bengaluru,potato,1400.75,1232.66,1568.84,1.16,29.14,73.3,synthetic_demo_v2
2026-05-13,Bengaluru,potato,1446.94,1273.31,1620.57,1.78,27.96,59.93,synthetic_demo_v2
2026-05-14,Bengaluru,potato,1453.44,1279.02,1627.85,0.0,27.74,61.44,synthetic_demo_v2
2026-05-15,Bengaluru,potato,1372.39,1207.71,1537.08,4.63,29.23,65.48,synthetic_demo_v2
2026-05-16,Bengaluru,potato,1424.78,1253.8,1595.75,0.0,27.42,64.77,synthetic_demo_v2
2026-05-17,Bengaluru,potato,1438.21,1265.63,1610.8,0.0,29.13,62.22,synthetic_demo_v2
2026-05-18,Bengaluru,potato,1434.09,1262.0,1606.18,0.0,32.09,62.9,synthetic_demo_v2
2026-05-19,Bengaluru,potato,1436.99,1264.55,1609.43,0.58,26.72,76.05,synthetic_demo_v2
2026-05-20,Bengaluru,potato,1323.0,1164.24,1481.76,9.78,27.96,54.13,synthetic_demo_v2
2026-05-21,Bengaluru,potato,1339.25,1178.54,1499.96,13.98,29.53,63.47,synthetic_demo_v2
2026-05-22,Bengaluru,potato,1330.04,1170.43,1489.64,6.25,28.77,70.71,synthetic_demo_v2
2026-05-23,Bengaluru,potato,1281.71,1127.91,1435.52,5.64,29.38,54.12,synthetic_demo_v2
2026-05-24,Bengaluru,potato,1276.6,1123.41,1429.79,2.26,28.5,67.32,synthetic_demo_v2
2026-05-25,Bengaluru,potato,1259.45,1108.32,1410.59,0.0,31.02,58.26,synthetic_demo_v2
2026-05-26,Bengaluru,potato,1282.12,1128.26,1435.97,2.11,28.55,74.66,synthetic_demo_v2
2026-05-27,Bengaluru,potato,1296.27,1140.72,1451.82,7.27,27.89,71.18,synthetic_demo_v2
2026-05-28,Bengaluru,potato,1321.31,1162.75,1479.86,2.13,28.58,69.4,synthetic_demo_v2
2026-05-29,Bengaluru,potato,1308.3,1151.3,1465.29,0.0,30.63,69.05,synthetic_demo_v2
2026-05-30,Bengaluru,potato,1328.31,1168.91,1487.71,6.21,28.45,46.99,synthetic_demo_v2
2026-05-31,Bengaluru,potato,1363.93,1200.26,1527.6,2.39,28.77,58.8,synthetic_demo_v2
2026-06-01,Bengaluru,potato,1380.43,1214.78,1546.08,8.71,28.19,61.57,synthetic_demo_v2
2026-06-02,Bengaluru,potato,1415.53,1245.67,1585.39,1.03,29.32,63.6,synthetic_demo_v2
2026-06-03,Bengaluru,potato,1445.0,1271.6,1618.4,0.0,26.92,70.75,synthetic_demo_v2
2026-06-04,Bengaluru,potato,1466.5,1290.52,1642.49,6.19,28.82,53.25,synthetic_demo_v2
2026-06-05,Bengaluru,potato,1480.24,1302.61,1657.87,0.0,28.52,56.31,synthetic_demo_v2
2026-06-06,Bengaluru,potato,1504.93,1324.34,1685.52,6.63,27.37,64.82,synthetic_demo_v2
2026-06-07,Bengaluru,potato,1552.67,1366.35,1738.99,0.0,28.47,65.95,synthetic_demo_v2
2026-06-08,Bengaluru,potato,1582.84,1392.9,1772.78,0.0,27.74,73.83,synthetic_demo_v2
2026-06-09,Bengaluru,potato,1622.96,1428.21,1817.72,0.0,27.37,79.73,synthetic_demo_v2
2026-06-10,Bengaluru,potato,1559.41,1372.28,1746.54,2.77,27.74,66.4,synthetic_demo_v2
2026-06-11,Bengaluru,potato,1527.19,1343.92,1710.45,7.82,28.36,79.53,synthetic_demo_v2
2026-06-12,Bengaluru,potato,1507.98,1327.03,1688.94,0.59,28.48,79.52,synthetic_demo_v2
2026-06-13,Bengaluru,potato,1521.66,1339.06,1704.26,0.0,27.08,72.72,synthetic_demo_v2
2026-06-14,Bengaluru,potato,1558.32,1371.32,1745.32,8.56,29.14,61.55,synthetic_demo_v2
2026-06-15,Bengaluru,potato,1533.9,1349.83,1717.96,0.0,27.0,73.15,synthetic_demo_v2
2026-06-16,Bengaluru,potato,1608.09,1415.12,1801.06,4.09,27.05,63.94,synthetic_demo_v2
2026-06-17,Bengaluru,potato,1651.53,1453.35,1849.72,0.0,26.84,64.38,synthetic_demo_v2
2026-06-18,Bengaluru,potato,1644.02,1446.74,1841.3,12.04,25.96,84.64,synthetic_demo_v2
2026-06-19,Bengaluru,potato,1617.61,1423.5,1811.73,0.0,26.11,70.19,synthetic_demo_v2
2026-06-20,Bengaluru,potato,1620.5,1426.04,1814.96,8.61,25.85,51.61,synthetic_demo_v2
2026-06-21,Bengaluru,potato,1611.87,1418.45,1805.3,4.4,25.12,64.15,synthetic_demo_v2
2026-06-22,Bengaluru,potato,1638.22,1441.63,1834.8,0.0,25.68,56.24,synthetic_demo_v2
2026-06-23,Bengaluru,potato,1637.02,1440.58,1833.46,5.28,29.16,74.32,synthetic_demo_v2
2026-06-24,Bengaluru,potato,1598.38,1406.58,1790.19,0.0,26.21,77.58,synthetic_demo_v2
2026-06-25,Bengaluru,potato,1636.06,1439.73,1832.39,0.36,27.24,76.02,synthetic_demo_v2
2026-06-26,Bengaluru,potato,1695.75,1492.26,1899.24,0.0,26.59,54.75,synthetic_demo_v2
2026-06-27,Bengaluru,potato,1665.5,1465.64,1865.36,0.0,25.8,53.51,synthetic_demo_v2
2026-06-28,Bengaluru,potato,1697.92,1494.17,1901.67,2.94,25.11,68.88,synthetic_demo_v2
2026-06-29,Bengaluru,potato,1751.56,1541.37,1961.75,4.73,25.31,62.73,synthetic_demo_v2
2026-06-30,Bengaluru,potato,1738.46,1529.85,1947.08,0.0,24.1,61.97,synthetic_demo_v2
2026-07-01,Bengaluru,potato,1776.28,1563.13,1989.44,0.0,23.79,64.29,synthetic_demo_v2
2026-07-02,Bengaluru,potato,1802.75,1586.42,2019.08,0.0,25.83,68.29,synthetic_demo_v2
2026-07-03,Bengaluru,potato,1805.16,1588.54,2021.78,5.79,26.16,52.33,synthetic_demo_v2
2026-07-04,Bengaluru,potato,1810.85,1593.54,2028.15,9.89,25.25,67.97,synthetic_demo_v2
2026-07-05,Bengaluru,potato,1759.26,1548.15,1970.37,9.51,24.77,78.2,synthetic_demo_v2
2026-07-06,Bengaluru,potato,1741.07,1532.14,1949.99,6.39,24.78,80.02,synthetic_demo_v2
2026-07-07,Bengaluru,potato,1671.59,1471.0,1872.18,4.85,23.15,55.36,synthetic_demo_v2
2026-07-08,Bengaluru,potato,1751.98,1541.75,1962.22,7.54,23.14,64.95,synthetic_demo_v2
2026-07-09,Bengaluru,potato,1729.06,1521.58,1936.55,5.85,26.92,70.23,synthetic_demo_v2
2026-07-10,Bengaluru,potato,1748.23,1538.44,1958.02,5.54,23.9,70.61,synthetic_demo_v2
2026-07-11,Bengaluru,potato,1781.12,1567.39,1994.86,0.0,24.28,76.6,synthetic_demo_v2
2026-07-12,Bengaluru,potato,1782.98,1569.02,1996.94,0.0,24.42,61.34,synthetic_demo_v2
2026-07-13,Bengaluru,potato,1775.28,1562.24,1988.31,2.64,24.52,78.39,synthetic_demo_v2
2026-07-14,Bengaluru,potato,1800.82,1584.72,2016.92,10.41,23.0,65.89,synthetic_demo_v2
2026-07-15,Bengaluru,potato,1833.48,1613.47,2053.5,6.63,23.94,58.95,synthetic_demo_v2
2026-07-16,Bengaluru,potato,1852.27,1630.0,2074.54,1.94,25.2,66.25,synthetic_demo_v2
2026-07-17,Bengaluru,potato,1829.67,1610.11,2049.24,3.6,23.65,78.61,synthetic_demo_v2
2026-07-18,Bengaluru,potato,1834.92,1614.73,2055.12,10.0,23.89,60.68,synthetic_demo_v2
2026-07-19,Bengaluru,potato,1808.71,1591.67,2025.76,0.0,25.03,70.7,synthetic_demo_v2
2026-07-20,Bengaluru,potato,1780.83,1567.13,1994.53,1.4,24.66,58.98,synthetic_demo_v2
2026-07-21,Bengaluru,potato,1761.95,1550.52,1973.39,10.8,23.47,60.87,synthetic_demo_v2
2026-07-22,Bengaluru,potato,1848.57,1626.74,2070.4,0.0,22.97,79.38,synthetic_demo_v2
2026-07-23,Bengaluru,potato,1815.52,1597.65,2033.38,5.5,26.21,59.26,synthetic_demo_v2
2026-07-24,Bengaluru,potato,1782.28,1568.41,1996.16,5.05,23.96,60.8,synthetic_demo_v2
2026-07-25,Bengaluru,potato,1771.24,1558.69,1983.79,0.0,24.44,71.68,synthetic_demo_v2
2026-07-26,Bengaluru,potato,1760.86,1549.56,1972.17,1.88,24.46,60.69,synthetic_demo_v2
2026-07-27,Bengaluru,potato,1746.8,1537.18,1956.41,2.66,25.33,64.61,synthetic_demo_v2
2026-07-28,Bengaluru,potato,1741.65,1532.65,1950.65,2.18,23.42,57.28,synthetic_demo_v2
2026-07-29,Bengaluru,potato,1708.57,1503.55,1913.6,7.3,23.18,65.74,synthetic_demo_v2
2026-07-30,Bengaluru,potato,1696.78,1493.17,1900.4,0.0,23.24,76.18,synthetic_demo_v2
2026-07-31,Bengaluru,potato,1688.62,1485.98,1891.25,0.0,23.22,62.32,synthetic_demo_v2
2026-08-01,Bengaluru,potato,1703.64,1499.2,1908.07,0.94,23.51,61.07,synthetic_demo_v2
2026-08-02,Bengaluru,potato,1719.15,1512.86,1925.45,4.56,23.77,70.07,synthetic_demo_v2
2026-08-03,Bengaluru,potato,1714.51,1508.77,1920.25,9.06,23.98,76.9,synthetic_demo_v2
2026-08-04,Bengaluru,potato,1710.35,1505.11,1915.59,4.36,22.79,65.13,synthetic_demo_v2
2026-08-05,Bengaluru,potato,1737.26,1528.79,1945.73,1.17,24.92,65.21,synthetic_demo_v2
2026-08-06,Bengaluru,potato,1784.34,1570.22,1998.47,0.0,23.11,61.03,synthetic_demo_v2
2026-08-07,Bengaluru,potato,1800.69,1584.61,2016.78,6.21,23.28,61.35,synthetic_demo_v2
2026-08-08,Bengaluru,potato,1776.14,1563.0,1989.27,6.62,24.15,64.52,synthetic_demo_v2
2026-08-09,Bengaluru,potato,1740.42,1531.57,1949.27,3.51,23.41,67.02,synthetic_demo_v2
2026-08-10,Bengaluru,potato,1710.22,1504.99,1915.44,11.7,22.62,77.1,synthetic_demo_v2
2026-08-11,Bengaluru,potato,1749.26,1539.35,1959.17,7.74,25.1,69.45,synthetic_demo_v2
2026-08-12,Bengaluru,potato,1719.16,1512.86,1925.46,0.38,22.52,71.7,synthetic_demo_v2
2026-08-13,Bengaluru,potato,1652.84,1454.5,1851.18,0.0,24.7,73.1,synthetic_demo_v2
2026-08-14,Bengaluru,potato,1664.57,1464.82,1864.32,7.62,23.92,63.51,synthetic_demo_v2
2026-08-15,Bengaluru,potato,1606.49,1413.71,1799.27,9.42,23.57,53.99,synthetic_demo_v2
2026-08-16,Bengaluru,potato,1614.84,1421.06,1808.62,0.66,22.98,62.38,synthetic_demo_v2
2026-08-17,Bengaluru,potato,1634.23,1438.12,1830.33,1.96,21.93,70.38,synthetic_demo_v2
2026-08-18,Bengaluru,potato,1645.84,1448.34,1843.34,0.0,23.47,72.1,synthetic_demo_v2
2026-08-19,Bengaluru,potato,1631.16,1435.42,1826.9,3.94,22.28,51.0,synthetic_demo_v2
2026-08-20,Bengaluru,potato,1641.39,1444.43,1838.36,2.56,23.47,63.12,synthetic_demo_v2
2026-08-21,Bengaluru,potato,1620.57,1426.1,1815.03,3.81,22.96,71.93,synthetic_demo_v2
2026-08-22,Bengaluru,potato,1596.55,1404.96,1788.13,0.0,23.16,54.57,synthetic_demo_v2
2026-08-23,Bengaluru,potato,1501.84,1321.62,1682.06,0.0,22.57,58.63,synthetic_demo_v2
2026-08-24,Bengaluru,potato,1459.36,1284.23,1634.48,1.88,24.22,71.64,synthetic_demo_v2
2026-08-25,Bengaluru,potato,1477.82,1300.48,1655.16,7.61,22.56,57.94,synthetic_demo_v2
2026-08-26,Bengaluru,potato,1514.44,1332.71,1696.17,0.0,23.33,64.79,synthetic_demo_v2
2026-08-27,Bengaluru,potato,1505.71,1325.02,1686.39,0.71,24.14,52.29,synthetic_demo_v2
2026-08-28,Bengaluru,potato,1519.25,1336.94,1701.57,1.56,22.26,65.31,synthetic_demo_v2
2026-08-29,Bengaluru,potato,1530.18,1346.56,1713.8,2.7,23.25,76.32,synthetic_demo_v2
2026-08-30,Bengaluru,potato,1505.31,1324.68,1685.95,5.09,21.28,68.66,synthetic_demo_v2
2026-08-31,Bengaluru,potato,1439.61,1266.86,1612.37,6.16,22.55,66.31,synthetic_demo_v2
2026-09-01,Bengaluru,potato,1399.99,1231.99,1567.98,3.12,23.86,69.96,synthetic_demo_v2
2026-09-02,Bengaluru,potato,1417.19,1247.13,1587.26,2.97,24.19,70.89,synthetic_demo_v2
2026-01-26,Mysuru,tomato,1888.13,1661.56,2114.71,0.1,26.32,64.71,synthetic_demo_v2
2026-01-27,Mysuru,tomato,1853.52,1631.1,2075.94,0.0,26.87,67.02,synthetic_demo_v2
2026-01-28,Mysuru,tomato,1874.61,1649.66,2099.56,8.42,25.89,60.89,synthetic_demo_v2
2026-01-29,Mysuru,tomato,1836.1,1615.76,2056.43,4.23,27.16,61.15,synthetic_demo_v2
2026-01-30,Mysuru,tomato,1858.84,1635.78,2081.9,0.0,26.33,77.64,synthetic_demo_v2
2026-01-31,Mysuru,tomato,1905.54,1676.88,2134.21,2.08,25.9,63.29,synthetic_demo_v2
2026-02-01,Mysuru,tomato,1936.23,1703.88,2168.58,3.85,28.54,74.82,synthetic_demo_v2
2026-02-02,Mysuru,tomato,1939.29,1706.57,2172.0,0.66,27.13,61.69,synthetic_demo_v2
2026-02-03,Mysuru,tomato,1977.89,1740.55,2215.24,0.88,26.03,68.72,synthetic_demo_v2
2026-02-04,Mysuru,tomato,1975.17,1738.15,2212.19,0.66,25.83,74.36,synthetic_demo_v2
2026-02-05,Mysuru,tomato,2002.32,1762.04,2242.59,0.0,28.03,56.33,synthetic_demo_v2
2026-02-06,Mysuru,tomato,1953.49,1719.07,2187.91,0.0,28.75,72.04,synthetic_demo_v2
2026-02-07,Mysuru,tomato,1952.63,1718.31,2186.94,2.7,29.81,58.96,synthetic_demo_v2
2026-02-08,Mysuru,tomato,1922.69,1691.97,2153.41,3.64,28.69,62.62,synthetic_demo_v2
2026-02-09,Mysuru,tomato,1891.63,1664.64,2118.63,0.0,28.91,70.72,synthetic_demo_v2
2026-02-10,Mysuru,tomato,1859.52,1636.38,2082.66,0.0,27.32,64.8,synthetic_demo_v2
2026-02-11,Mysuru,tomato,1970.79,1734.29,2207.28,1.57,28.45,58.62,synthetic_demo_v2
2026-02-12,Mysuru,tomato,2074.25,1825.34,2323.16,0.0,27.96,66.25,synthetic_demo_v2
2026-02-13,Mysuru,tomato,2021.32,1778.76,2263.88,7.04,28.55,58.26,synthetic_demo_v2
2026-02-14,Mysuru,tomato,2005.57,1764.9,2246.24,0.0,28.08,46.8,synthetic_demo_v2
2026-02-15,Mysuru,tomato,1999.09,1759.2,2238.98,0.52,28.13,60.34,synthetic_demo_v2
2026-02-16,Mysuru,tomato,1981.18,1743.44,2218.93,9.17,30.24,63.64,synthetic_demo_v2
2026-02-17,Mysuru,tomato,2037.27,1792.8,2281.74,1.47,28.58,58.37,synthetic_demo_v2
2026-02-18,Mysuru,tomato,2067.37,1819.29,2315.46,6.09,27.67,66.28,synthetic_demo_v2
2026-02-19,Mysuru,tomato,2049.73,1803.77,2295.7,0.0,29.01,49.65,synthetic_demo_v2
2026-02-20,Mysuru,tomato,2039.26,1794.55,2283.97,12.45,29.55,55.92,synthetic_demo_v2
2026-02-21,Mysuru,tomato,2066.08,1818.15,2314.01,3.44,28.86,60.31,synthetic_demo_v2
2026-02-22,Mysuru,tomato,2068.79,1820.53,2317.04,0.04,29.09,70.92,synthetic_demo_v2
2026-02-23,Mysuru,tomato,2099.99,1847.99,2351.99,0.0,28.86,77.86,synthetic_demo_v2
2026-02-24,Mysuru,tomato,2159.73,1900.56,2418.9,4.85,31.01,74.67,synthetic_demo_v2
2026-02-25,Mysuru,tomato,2140.4,1883.55,2397.24,0.0,29.41,54.74,synthetic_demo_v2
2026-02-26,Mysuru,tomato,2134.62,1878.47,2390.77,11.73,29.79,58.72,synthetic_demo_v2
2026-02-27,Mysuru,tomato,2084.53,1834.38,2334.67,0.0,27.7,78.01,synthetic_demo_v2
2026-02-28,Mysuru,tomato,2115.49,1861.63,2369.35,2.34,29.52,64.58,synthetic_demo_v2
2026-03-01,Mysuru,tomato,2109.97,1856.77,2363.17,9.96,30.13,49.14,synthetic_demo_v2
2026-03-02,Mysuru,tomato,2143.09,1885.92,2400.26,0.0,29.4,53.91,synthetic_demo_v2
2026-03-03,Mysuru,tomato,2133.81,1877.75,2389.87,0.0,28.49,56.63,synthetic_demo_v2
2026-03-04,Mysuru,tomato,2153.31,1894.91,2411.71,2.07,30.6,75.88,synthetic_demo_v2
2026-03-05,Mysuru,tomato,2148.55,1890.72,2406.37,5.85,29.02,64.32,synthetic_demo_v2
2026-03-06,Mysuru,tomato,2095.9,1844.39,2347.41,5.77,30.95,72.73,synthetic_demo_v2
2026-03-07,Mysuru,tomato,2092.63,1841.52,2343.75,7.48,29.96,60.51,synthetic_demo_v2
2026-03-08,Mysuru,tomato,2108.15,1855.17,2361.12,6.63,32.36,70.83,synthetic_demo_v2
2026-03-09,Mysuru,tomato,2063.94,1816.27,2311.62,0.0,28.91,65.62,synthetic_demo_v2
2026-03-10,Mysuru,tomato,2028.05,1784.68,2271.41,9.81,29.98,70.13,synthetic_demo_v2
2026-03-11,Mysuru,tomato,2042.48,1797.38,2287.58,4.72,29.28,64.73,synthetic_demo_v2
2026-03-12,Mysuru,tomato,2033.05,1789.08,2277.01,2.49,30.49,70.45,synthetic_demo_v2
2026-03-13,Mysuru,tomato,2023.38,1780.58,2266.19,7.12,30.74,78.11,synthetic_demo_v2
2026-03-14,Mysuru,tomato,1915.16,1685.34,2144.98,0.0,31.72,44.83,synthetic_demo_v2
2026-03-15,Mysuru,tomato,1995.58,1756.11,2235.05,3.41,28.46,70.8,synthetic_demo_v2
2026-03-16,Mysuru,tomato,1970.14,1733.72,2206.56,0.0,32.01,61.9,synthetic_demo_v2
2026-03-17,Mysuru,tomato,1952.02,1717.78,2186.27,13.04,31.51,62.32,synthetic_demo_v2
2026-03-18,Mysuru,tomato,1942.39,1709.3,2175.48,1.98,32.2,57.14,synthetic_demo_v2
2026-03-19,Mysuru,tomato,1916.59,1686.6,2146.58,9.37,30.38,65.8,synthetic_demo_v2
2026-03-20,Mysuru,tomato,1957.72,1722.79,2192.65,1.05,28.27,63.3,synthetic_demo_v2
2026-03-21,Mysuru,tomato,2014.45,1772.71,2256.18,13.86,30.61,64.77,synthetic_demo_v2
2026-03-22,Mysuru,tomato,2062.89,1815.35,2310.44,5.98,31.05,49.17,synthetic_demo_v2
2026-03-23,Mysuru,tomato,2037.95,1793.4,2282.51,4.07,29.27,62.07,synthetic_demo_v2
2026-03-24,Mysuru,tomato,2091.0,1840.08,2341.92,1.71,29.38,49.9,synthetic_demo_v2
2026-03-25,Mysuru,tomato,2071.83,1823.21,2320.45,0.11,29.97,66.82,synthetic_demo_v2
2026-03-26,Mysuru,tomato,2065.41,1817.56,2313.25,3.87,31.22,55.17,synthetic_demo_v2
2026-03-27,Mysuru,tomato,2026.4,1783.23,2269.57,1.37,30.83,72.92,synthetic_demo_v2
2026-03-28,Mysuru,tomato,1990.61,1751.74,2229.49,0.0,32.4,66.27,synthetic_demo_v2
2026-03-29,Mysuru,tomato,1937.0,1704.56,2169.44,1.45,29.69,55.9,synthetic_demo_v2
2026-03-30,Mysuru,tomato,1894.78,1667.41,2122.15,0.0,33.0,73.08,synthetic_demo_v2
2026-03-31,Mysuru,tomato,1954.48,1719.94,2189.01,8.44,30.82,68.23,synthetic_demo_v2
2026-04-01,Mysuru,tomato,1955.87,1721.17,2190.58,0.0,29.81,72.2,synthetic_demo_v2
2026-04-02,Mysuru,tomato,1909.14,1680.04,2138.23,4.0,31.63,71.02,synthetic_demo_v2
2026-04-03,Mysuru,tomato,1925.69,1694.61,2156.77,0.0,31.53,63.89,synthetic_demo_v2
2026-04-04,Mysuru,tomato,1890.16,1663.34,2116.98,0.0,31.44,52.58,synthetic_demo_v2
2026-04-05,Mysuru,tomato,1834.56,1614.41,2054.71,11.74,29.8,61.64,synthetic_demo_v2
2026-04-06,Mysuru,tomato,1850.71,1628.63,2072.8,3.35,29.98,59.33,synthetic_demo_v2
2026-04-07,Mysuru,tomato,1887.69,1661.17,2114.21,1.61,30.98,47.7,synthetic_demo_v2
2026-04-08,Mysuru,tomato,1867.36,1643.28,2091.45,7.29,30.27,57.39,synthetic_demo_v2
2026-04-09,Mysuru,tomato,1882.69,1656.77,2108.61,5.99,31.33,60.47,synthetic_demo_v2
2026-04-10,Mysuru,tomato,1906.46,1677.68,2135.23,11.14,32.16,52.49,synthetic_demo_v2
2026-04-11,Mysuru,tomato,2000.18,1760.16,2240.21,0.0,29.76,67.44,synthetic_demo_v2
2026-04-12,Mysuru,tomato,1967.76,1731.63,2203.89,4.81,32.28,72.44,synthetic_demo_v2
2026-04-13,Mysuru,tomato,1912.31,1682.83,2141.79,3.36,31.97,73.42,synthetic_demo_v2
2026-04-14,Mysuru,tomato,1937.06,1704.61,2169.5,7.09,31.66,60.89,synthetic_demo_v2
2026-04-15,Mysuru,tomato,1869.87,1645.49,2094.26,5.11,30.48,74.96,synthetic_demo_v2
2026-04-16,Mysuru,tomato,1830.26,1610.63,2049.9,1.09,30.49,72.74,synthetic_demo_v2
2026-04-17,Mysuru,tomato,1854.0,1631.52,2076.48,3.11,31.19,77.92,synthetic_demo_v2
2026-04-18,Mysuru,tomato,1783.6,1569.57,1997.64,6.74,31.95,74.71,synthetic_demo_v2
2026-04-19,Mysuru,tomato,1815.73,1597.84,2033.62,0.0,30.31,70.3,synthetic_demo_v2
2026-04-20,Mysuru,tomato,1791.42,1576.45,2006.39,2.01,29.32,55.46,synthetic_demo_v2
2026-04-21,Mysuru,tomato,1803.47,1587.06,2019.89,0.87,30.04,63.5,synthetic_demo_v2
2026-04-22,Mysuru,tomato,1810.33,1593.09,2027.57,1.69,30.94,65.71,synthetic_demo_v2
2026-04-23,Mysuru,tomato,1795.31,1579.88,2010.75,2.94,29.85,60.99,synthetic_demo_v2
2026-04-24,Mysuru,tomato,1726.71,1519.5,1933.91,0.0,29.52,61.81,synthetic_demo_v2
2026-04-25,Mysuru,tomato,1774.64,1561.69,1987.6,2.95,30.82,57.46,synthetic_demo_v2
2026-04-26,Mysuru,tomato,1782.49,1568.6,1996.39,11.48,30.55,58.4,synthetic_demo_v2
2026-04-27,Mysuru,tomato,1737.0,1528.56,1945.44,4.31,29.66,70.71,synthetic_demo_v2
2026-04-28,Mysuru,tomato,1705.12,1500.5,1909.73,0.0,31.04,54.65,synthetic_demo_v2
2026-04-29,Mysuru,tomato,1735.46,1527.21,1943.72,8.19,29.93,66.67,synthetic_demo_v2
2026-04-30,Mysuru,tomato,1786.52,1572.14,2000.9,0.68,32.07,62.37,synthetic_demo_v2
2026-05-01,Mysuru,tomato,1745.16,1535.74,1954.58,3.49,30.66,74.07,synthetic_demo_v2
2026-05-02,Mysuru,tomato,1775.32,1562.28,1988.36,4.85,31.04,66.45,synthetic_demo_v2
2026-05-03,Mysuru,tomato,1795.62,1580.15,2011.1,0.41,29.25,66.67,synthetic_demo_v2
2026-05-04,Mysuru,tomato,1877.81,1652.47,2103.14,7.04,29.59,76.15,synthetic_demo_v2
2026-05-05,Mysuru,tomato,1783.8,1569.74,1997.85,1.74,30.63,59.61,synthetic_demo_v2
2026-05-06,Mysuru,tomato,1752.74,1542.41,1963.07,2.15,29.64,58.73,synthetic_demo_v2
2026-05-07,Mysuru,tomato,1710.51,1505.25,1915.77,0.0,29.16,64.19,synthetic_demo_v2
2026-05-08,Mysuru,tomato,1749.74,1539.77,1959.7,0.0,28.86,77.84,synthetic_demo_v2
2026-05-09,Mysuru,tomato,1705.79,1501.1,1910.49,3.47,29.08,59.25,synthetic_demo_v2
2026-05-10,Mysuru,tomato,1724.17,1517.27,1931.07,5.31,31.22,70.35,synthetic_demo_v2
2026-05-11,Mysuru,tomato,1730.79,1523.1,1938.49,6.12,28.86,74.68,synthetic_demo_v2
2026-05-12,Mysuru,tomato,1749.48,1539.54,1959.41,5.45,30.43,53.16,synthetic_demo_v2
2026-05-13,Mysuru,tomato,1706.3,1501.55,1911.06,3.66,29.91,69.6,synthetic_demo_v2
2026-05-14,Mysuru,tomato,1715.47,1509.61,1921.32,2.08,30.96,67.8,synthetic_demo_v2
2026-05-15,Mysuru,tomato,1745.56,1536.09,1955.03,8.98,30.9,67.54,synthetic_demo_v2
